"﻿""activities-heart__value__heartRateZones__caloriesOut""";activities-heart__value__heartRateZones__max;activities-heart__value__heartRateZones__min;activities-heart__value__heartRateZones__minutes;activities-heart__value__heartRateZones__name;activities-heart__value__restingHeartRate;activities-heart__dateTime;activities-heart-intraday__dataset__time;activities-heart-intraday__dataset__value;activities-heart-intraday__datasetInterval;activities-heart-intraday__datasetType
;;;;;;;02:13:00;50;;
;;;;;;;02:14:00;49;;
;;;;;;;02:15:00;50;;
;;;;;;;02:16:00;50;;
;;;;;;;02:17:00;50;;
;;;;;;;02:18:00;50;;
;;;;;;;02:19:00;51;;
;;;;;;;02:20:00;50;;
;;;;;;;02:21:00;49;;
;;;;;;;02:22:00;50;;
;;;;;;;02:23:00;50;;
;;;;;;;02:24:00;50;;
;;;;;;;02:25:00;50;;
;;;;;;;02:26:00;51;;
;;;;;;;02:27:00;50;;
;;;;;;;02:28:00;50;;
;;;;;;;02:29:00;50;;
;;;;;;;02:30:00;50;;
;;;;;;;02:31:00;51;;
;;;;;;;02:32:00;50;;
;;;;;;;02:33:00;51;;
;;;;;;;02:34:00;51;;
;;;;;;;02:35:00;51;;
;;;;;;;02:36:00;50;;
;;;;;;;02:37:00;51;;
;;;;;;;02:38:00;51;;
;;;;;;;02:39:00;53;;
;;;;;;;02:40:00;46;;
;;;;;;;02:41:00;50;;
;;;;;;;02:42:00;50;;
;;;;;;;02:43:00;45;;
;;;;;;;02:44:00;47;;
;;;;;;;02:45:00;51;;
;;;;;;;02:46:00;53;;
;;;;;;;02:47:00;54;;
;;;;;;;02:48:00;53;;
;;;;;;;02:49:00;52;;
;;;;;;;02:50:00;52;;
;;;;;;;02:51:00;51;;
;;;;;;;02:52:00;52;;
;;;;;;;02:53:00;50;;
;;;;;;;02:54:00;50;;
;;;;;;;02:55:00;50;;
;;;;;;;02:56:00;52;;
;;;;;;;02:57:00;51;;
;;;;;;;02:58:00;48;;
;;;;;;;02:59:00;50;;
;;;;;;;03:00:00;51;;
;;;;;;;03:01:00;50;;
;;;;;;;03:02:00;49;;
;;;;;;;03:03:00;50;;
;;;;;;;03:04:00;48;;
;;;;;;;03:05:00;54;;
;;;;;;;03:06:00;50;;
;;;;;;;03:07:00;48;;
;;;;;;;03:08:00;48;;
;;;;;;;03:09:00;48;;
;;;;;;;03:10:00;48;;
;;;;;;;03:11:00;48;;
;;;;;;;03:12:00;49;;
;;;;;;;03:13:00;50;;
;;;;;;;03:14:00;49;;
;;;;;;;03:15:00;54;;
;;;;;;;03:16:00;46;;
;;;;;;;03:17:00;47;;
;;;;;;;03:18:00;47;;
;;;;;;;03:19:00;61;;
;;;;;;;03:20:00;61;;
;;;;;;;03:21:00;48;;
;;;;;;;03:22:00;48;;
;;;;;;;03:23:00;49;;
;;;;;;;03:24:00;49;;
;;;;;;;03:25:00;49;;
;;;;;;;03:26:00;49;;
;;;;;;;03:27:00;48;;
;;;;;;;03:28:00;49;;
;;;;;;;03:29:00;49;;
;;;;;;;03:30:00;49;;
;;;;;;;03:31:00;50;;
;;;;;;;03:32:00;47;;
;;;;;;;03:33:00;47;;
;;;;;;;03:34:00;49;;
;;;;;;;03:35:00;48;;
;;;;;;;03:36:00;49;;
;;;;;;;03:37:00;49;;
;;;;;;;03:38:00;48;;
;;;;;;;03:39:00;49;;
;;;;;;;03:40:00;49;;
;;;;;;;03:41:00;49;;
;;;;;;;03:42:00;53;;
;;;;;;;03:43:00;49;;
;;;;;;;03:44:00;47;;
;;;;;;;03:45:00;50;;
;;;;;;;03:46:00;47;;
;;;;;;;03:47:00;47;;
;;;;;;;03:48:00;49;;
;;;;;;;03:49:00;47;;
;;;;;;;03:50:00;48;;
;;;;;;;03:51:00;49;;
;;;;;;;03:52:00;46;;
;;;;;;;03:53:00;46;;
;;;;;;;03:54:00;47;;
;;;;;;;03:55:00;47;;
;;;;;;;03:56:00;48;;
;;;;;;;03:57:00;48;;
;;;;;;;03:58:00;48;;
;;;;;;;03:59:00;51;;
;;;;;;;04:00:00;47;;
;;;;;;;04:01:00;47;;
;;;;;;;04:02:00;50;;
;;;;;;;04:03:00;49;;
;;;;;;;04:04:00;47;;
;;;;;;;04:05:00;49;;
;;;;;;;04:06:00;54;;
;;;;;;;04:07:00;50;;
;;;;;;;04:08:00;49;;
;;;;;;;04:09:00;51;;
;;;;;;;04:10:00;51;;
;;;;;;;04:11:00;52;;
;;;;;;;04:12:00;54;;
;;;;;;;04:13:00;52;;
;;;;;;;04:14:00;51;;
;;;;;;;04:15:00;52;;
;;;;;;;04:16:00;52;;
;;;;;;;04:17:00;54;;
;;;;;;;04:18:00;49;;
;;;;;;;04:19:00;52;;
;;;;;;;04:20:00;51;;
;;;;;;;04:21:00;50;;
;;;;;;;04:22:00;52;;
;;;;;;;04:23:00;51;;
;;;;;;;04:24:00;50;;
;;;;;;;04:25:00;50;;
;;;;;;;04:26:00;49;;
;;;;;;;04:27:00;49;;
;;;;;;;04:28:00;49;;
;;;;;;;04:29:00;48;;
;;;;;;;04:30:00;53;;
;;;;;;;04:31:00;48;;
;;;;;;;04:32:00;47;;
;;;;;;;04:33:00;46;;
;;;;;;;04:34:00;51;;
;;;;;;;04:35:00;50;;
;;;;;;;04:36:00;46;;
;;;;;;;04:37:00;48;;
;;;;;;;04:38:00;48;;
;;;;;;;04:39:00;48;;
;;;;;;;04:40:00;48;;
;;;;;;;04:41:00;47;;
;;;;;;;04:42:00;47;;
;;;;;;;04:43:00;48;;
;;;;;;;04:44:00;49;;
;;;;;;;04:45:00;50;;
;;;;;;;04:46:00;49;;
;;;;;;;04:47:00;48;;
;;;;;;;04:48:00;48;;
;;;;;;;04:49:00;47;;
;;;;;;;04:50:00;48;;
;;;;;;;04:51:00;48;;
;;;;;;;04:52:00;48;;
;;;;;;;04:53:00;47;;
;;;;;;;04:54:00;47;;
;;;;;;;04:55:00;48;;
;;;;;;;04:56:00;47;;
;;;;;;;04:57:00;48;;
;;;;;;;04:58:00;48;;
;;;;;;;04:59:00;48;;
;;;;;;;05:00:00;47;;
;;;;;;;05:01:00;47;;
;;;;;;;05:02:00;47;;
;;;;;;;05:03:00;47;;
;;;;;;;05:04:00;48;;
;;;;;;;05:05:00;47;;
;;;;;;;05:06:00;48;;
;;;;;;;05:07:00;46;;
;;;;;;;05:08:00;47;;
;;;;;;;05:09:00;46;;
;;;;;;;05:10:00;46;;
;;;;;;;05:11:00;48;;
;;;;;;;05:12:00;58;;
;;;;;;;05:13:00;48;;
;;;;;;;05:14:00;44;;
;;;;;;;05:15:00;42;;
;;;;;;;05:16:00;41;;
;;;;;;;05:17:00;43;;
;;;;;;;05:18:00;41;;
;;;;;;;05:19:00;42;;
;;;;;;;05:20:00;42;;
;;;;;;;05:21:00;42;;
;;;;;;;05:22:00;43;;
;;;;;;;05:23:00;42;;
;;;;;;;05:24:00;43;;
;;;;;;;05:25:00;41;;
;;;;;;;05:26:00;42;;
;;;;;;;05:27:00;43;;
;;;;;;;05:35:00;45;;
;;;;;;;05:36:00;45;;
;;;;;;;05:37:00;46;;
;;;;;;;05:38:00;45;;
;;;;;;;05:39:00;44;;
;;;;;;;05:40:00;44;;
;;;;;;;05:41:00;44;;
;;;;;;;05:42:00;44;;
;;;;;;;05:43:00;45;;
;;;;;;;05:44:00;45;;
;;;;;;;05:45:00;46;;
;;;;;;;05:46:00;45;;
;;;;;;;05:47:00;45;;
;;;;;;;05:48:00;46;;
;;;;;;;05:49:00;47;;
;;;;;;;05:50:00;52;;
;;;;;;;05:51:00;49;;
;;;;;;;05:52:00;54;;
;;;;;;;05:53:00;58;;
;;;;;;;05:54:00;46;;
;;;;;;;05:55:00;47;;
;;;;;;;05:56:00;47;;
;;;;;;;05:57:00;47;;
;;;;;;;05:58:00;48;;
;;;;;;;05:59:00;47;;
;;;;;;;06:00:00;47;;
;;;;;;;06:01:00;47;;
;;;;;;;06:02:00;47;;
;;;;;;;06:03:00;49;;
;;;;;;;06:04:00;46;;
;;;;;;;06:05:00;46;;
;;;;;;;06:06:00;44;;
;;;;;;;06:07:00;46;;
;;;;;;;06:08:00;46;;
;;;;;;;06:09:00;46;;
;;;;;;;06:10:00;45;;
;;;;;;;06:11:00;51;;
;;;;;;;06:12:00;51;;
;;;;;;;06:13:00;46;;
;;;;;;;06:14:00;43;;
;;;;;;;06:15:00;42;;
;;;;;;;06:16:00;46;;
;;;;;;;06:17:00;43;;
;;;;;;;06:18:00;43;;
;;;;;;;06:19:00;43;;
;;;;;;;06:20:00;44;;
;;;;;;;06:21:00;44;;
;;;;;;;06:22:00;46;;
;;;;;;;06:23:00;45;;
;;;;;;;06:24:00;43;;
;;;;;;;06:25:00;44;;
;;;;;;;06:26:00;45;;
;;;;;;;06:27:00;44;;
;;;;;;;06:28:00;45;;
;;;;;;;06:29:00;44;;
;;;;;;;06:30:00;43;;
;;;;;;;06:31:00;46;;
;;;;;;;06:32:00;47;;
;;;;;;;06:33:00;47;;
;;;;;;;06:34:00;46;;
;;;;;;;06:35:00;47;;
;;;;;;;06:36:00;47;;
;;;;;;;06:37:00;47;;
;;;;;;;06:38:00;46;;
;;;;;;;06:39:00;47;;
;;;;;;;06:40:00;45;;
;;;;;;;06:41:00;46;;
;;;;;;;06:42:00;46;;
;;;;;;;06:43:00;47;;
;;;;;;;06:44:00;46;;
;;;;;;;06:45:00;46;;
;;;;;;;06:46:00;46;;
;;;;;;;06:47:00;46;;
;;;;;;;06:48:00;45;;
;;;;;;;06:49:00;45;;
;;;;;;;06:50:00;46;;
;;;;;;;06:51:00;46;;
;;;;;;;06:52:00;45;;
;;;;;;;06:53:00;46;;
;;;;;;;06:54:00;45;;
;;;;;;;06:55:00;46;;
;;;;;;;06:56:00;46;;
;;;;;;;06:57:00;47;;
;;;;;;;06:58:00;44;;
;;;;;;;06:59:00;45;;
;;;;;;;07:00:00;45;;
;;;;;;;07:01:00;45;;
;;;;;;;07:02:00;45;;
;;;;;;;07:03:00;45;;
;;;;;;;07:04:00;45;;
;;;;;;;07:05:00;45;;
;;;;;;;07:06:00;46;;
;;;;;;;07:07:00;46;;
;;;;;;;07:08:00;53;;
;;;;;;;07:09:00;43;;
;;;;;;;07:10:00;43;;
;;;;;;;07:11:00;43;;
;;;;;;;07:12:00;42;;
;;;;;;;07:13:00;42;;
;;;;;;;07:14:00;42;;
;;;;;;;07:15:00;41;;
;;;;;;;07:16:00;41;;
;;;;;;;07:17:00;41;;
;;;;;;;07:18:00;41;;
;;;;;;;07:19:00;40;;
;;;;;;;07:20:00;41;;
;;;;;;;07:21:00;42;;
;;;;;;;07:22:00;43;;
;;;;;;;07:23:00;39;;
;;;;;;;07:24:00;41;;
;;;;;;;07:25:00;42;;
;;;;;;;07:26:00;41;;
;;;;;;;07:27:00;41;;
;;;;;;;07:28:00;42;;
;;;;;;;07:29:00;42;;
;;;;;;;07:30:00;43;;
;;;;;;;07:31:00;41;;
;;;;;;;07:32:00;42;;
;;;;;;;07:33:00;43;;
;;;;;;;07:34:00;44;;
;;;;;;;07:35:00;46;;
;;;;;;;07:36:00;46;;
;;;;;;;07:37:00;45;;
;;;;;;;07:38:00;43;;
;;;;;;;07:39:00;45;;
;;;;;;;07:40:00;43;;
;;;;;;;07:41:00;53;;
;;;;;;;07:42:00;51;;
;;;;;;;07:43:00;43;;
;;;;;;;07:44:00;44;;
;;;;;;;07:45:00;44;;
;;;;;;;07:46:00;43;;
;;;;;;;07:47:00;43;;
;;;;;;;07:48:00;43;;
;;;;;;;07:49:00;43;;
;;;;;;;07:50:00;43;;
;;;;;;;07:51:00;43;;
;;;;;;;07:52:00;44;;
;;;;;;;07:53:00;42;;
;;;;;;;07:54:00;42;;
;;;;;;;07:55:00;44;;
;;;;;;;07:56:00;43;;
;;;;;;;07:57:00;43;;
;;;;;;;07:58:00;42;;
;;;;;;;07:59:00;43;;
;;;;;;;08:00:00;43;;
;;;;;;;08:01:00;43;;
;;;;;;;08:02:00;43;;
;;;;;;;08:03:00;43;;
;;;;;;;08:04:00;43;;
;;;;;;;08:05:00;44;;
;;;;;;;08:06:00;42;;
;;;;;;;08:07:00;42;;
;;;;;;;08:08:00;43;;
;;;;;;;08:09:00;42;;
;;;;;;;08:10:00;41;;
;;;;;;;08:11:00;42;;
;;;;;;;08:12:00;42;;
;;;;;;;08:13:00;42;;
;;;;;;;08:14:00;40;;
;;;;;;;08:15:00;41;;
;;;;;;;08:16:00;41;;
;;;;;;;08:17:00;41;;
;;;;;;;08:18:00;42;;
;;;;;;;08:19:00;41;;
;;;;;;;08:20:00;42;;
;;;;;;;08:21:00;40;;
;;;;;;;08:22:00;41;;
;;;;;;;08:23:00;41;;
;;;;;;;08:24:00;41;;
;;;;;;;08:25:00;45;;
;;;;;;;08:26:00;43;;
;;;;;;;08:27:00;45;;
;;;;;;;08:28:00;45;;
;;;;;;;08:29:00;45;;
;;;;;;;08:30:00;45;;
;;;;;;;08:31:00;45;;
;;;;;;;08:32:00;46;;
;;;;;;;08:33:00;45;;
;;;;;;;08:34:00;45;;
;;;;;;;08:35:00;45;;
;;;;;;;08:36:00;47;;
;;;;;;;08:37:00;44;;
;;;;;;;08:38:00;44;;
;;;;;;;08:39:00;44;;
;;;;;;;08:40:00;44;;
;;;;;;;08:41:00;45;;
;;;;;;;08:42:00;47;;
;;;;;;;08:43:00;44;;
;;;;;;;08:44:00;44;;
;;;;;;;08:45:00;43;;
;;;;;;;08:46:00;44;;
;;;;;;;08:47:00;42;;
;;;;;;;08:48:00;43;;
;;;;;;;08:49:00;43;;
;;;;;;;08:50:00;44;;
;;;;;;;08:51:00;43;;
;;;;;;;08:52:00;44;;
;;;;;;;08:53:00;44;;
;;;;;;;08:54:00;46;;
;;;;;;;08:55:00;51;;
;;;;;;;08:56:00;43;;
;;;;;;;08:57:00;45;;
;;;;;;;08:58:00;43;;
;;;;;;;08:59:00;45;;
;;;;;;;09:00:00;44;;
;;;;;;;09:01:00;45;;
;;;;;;;09:02:00;44;;
;;;;;;;09:03:00;47;;
;;;;;;;09:04:00;45;;
;;;;;;;09:05:00;44;;
;;;;;;;09:06:00;44;;
;;;;;;;09:07:00;45;;
;;;;;;;09:08:00;46;;
;;;;;;;09:09:00;44;;
;;;;;;;09:10:00;44;;
;;;;;;;09:11:00;46;;
;;;;;;;09:12:00;43;;
;;;;;;;09:13:00;43;;
;;;;;;;09:14:00;44;;
;;;;;;;09:15:00;46;;
;;;;;;;09:16:00;44;;
;;;;;;;09:17:00;45;;
;;;;;;;09:18:00;43;;
;;;;;;;09:19:00;45;;
;;;;;;;09:20:00;42;;
;;;;;;;09:21:00;45;;
;;;;;;;09:22:00;45;;
;;;;;;;09:23:00;45;;
;;;;;;;09:24:00;45;;
;;;;;;;09:25:00;47;;
;;;;;;;09:26:00;45;;
;;;;;;;09:27:00;45;;
;;;;;;;09:28:00;45;;
;;;;;;;09:29:00;45;;
;;;;;;;09:30:00;45;;
;;;;;;;09:31:00;44;;
;;;;;;;09:32:00;45;;
;;;;;;;09:33:00;45;;
;;;;;;;09:34:00;45;;
;;;;;;;09:35:00;45;;
;;;;;;;09:36:00;46;;
;;;;;;;09:37:00;45;;
;;;;;;;09:38:00;46;;
;;;;;;;09:39:00;47;;
;;;;;;;09:40:00;45;;
;;;;;;;09:41:00;44;;
;;;;;;;09:42:00;44;;
;;;;;;;09:43:00;44;;
;;;;;;;09:44:00;46;;
;;;;;;;09:45:00;50;;
;;;;;;;09:46:00;49;;
;;;;;;;09:47:00;58;;
;;;;;;;09:48:00;69;;
;;;;;;;09:49:00;68;;
;;;;;;;09:50:00;68;;
;;;;;;;09:51:00;55;;
;;;;;;;09:52:00;57;;
;;;;;;;09:53:00;60;;
;;;;;;;09:54:00;54;;
;;;;;;;09:55:00;51;;
;;;;;;;09:56:00;52;;
;;;;;;;09:57:00;53;;
;;;;;;;09:58:00;54;;
;;;;;;;09:59:00;53;;
;;;;;;;10:00:00;51;;
;;;;;;;10:01:00;59;;
;;;;;;;10:02:00;53;;
;;;;;;;10:03:00;58;;
;;;;;;;10:04:00;69;;
;;;;;;;10:05:00;60;;
;;;;;;;10:06:00;55;;
;;;;;;;10:07:00;51;;
;;;;;;;10:08:00;50;;
;;;;;;;10:09:00;51;;
;;;;;;;10:10:00;51;;
;;;;;;;10:11:00;54;;
;;;;;;;10:12:00;49;;
;;;;;;;10:13:00;52;;
;;;;;;;10:14:00;53;;
;;;;;;;10:15:00;59;;
;;;;;;;10:16:00;62;;
;;;;;;;10:17:00;62;;
;;;;;;;10:18:00;61;;
;;;;;;;10:19:00;57;;
;;;;;;;10:20:00;52;;
;;;;;;;10:21:00;54;;
;;;;;;;10:22:00;51;;
;;;;;;;10:23:00;51;;
;;;;;;;10:24:00;55;;
;;;;;;;10:25:00;57;;
;;;;;;;10:26:00;57;;
;;;;;;;10:27:00;52;;
;;;;;;;10:28:00;53;;
;;;;;;;10:29:00;50;;
;;;;;;;10:30:00;49;;
;;;;;;;10:31:00;52;;
;;;;;;;10:32:00;51;;
;;;;;;;10:33:00;52;;
;;;;;;;10:34:00;59;;
;;;;;;;10:35:00;53;;
;;;;;;;10:36:00;50;;
;;;;;;;10:37:00;54;;
;;;;;;;10:38:00;52;;
;;;;;;;10:39:00;61;;
;;;;;;;10:40:00;69;;
;;;;;;;10:41:00;72;;
;;;;;;;10:42:00;62;;
;;;;;;;10:43:00;60;;
;;;;;;;10:44:00;53;;
;;;;;;;10:45:00;50;;
;;;;;;;10:46:00;53;;
;;;;;;;10:47:00;48;;
;;;;;;;10:48:00;54;;
;;;;;;;10:49:00;55;;
;;;;;;;10:50:00;55;;
;;;;;;;10:51:00;53;;
;;;;;;;10:52:00;54;;
;;;;;;;10:53:00;48;;
;;;;;;;10:54:00;50;;
;;;;;;;10:55:00;51;;
;;;;;;;10:56:00;51;;
;;;;;;;10:57:00;51;;
;;;;;;;10:58:00;54;;
;;;;;;;10:59:00;50;;
;;;;;;;11:00:00;50;;
;;;;;;;11:01:00;56;;
;;;;;;;11:02:00;54;;
;;;;;;;11:03:00;53;;
;;;;;;;11:04:00;63;;
;;;;;;;11:05:00;60;;
;;;;;;;11:06:00;53;;
;;;;;;;11:07:00;59;;
;;;;;;;11:08:00;52;;
;;;;;;;11:09:00;50;;
;;;;;;;11:10:00;54;;
;;;;;;;11:11:00;54;;
;;;;;;;11:12:00;53;;
;;;;;;;11:13:00;57;;
;;;;;;;11:14:00;54;;
;;;;;;;11:15:00;51;;
;;;;;;;11:16:00;50;;
;;;;;;;11:17:00;53;;
;;;;;;;11:18:00;55;;
;;;;;;;11:19:00;57;;
;;;;;;;11:20:00;56;;
;;;;;;;11:21:00;53;;
;;;;;;;11:22:00;54;;
;;;;;;;11:23:00;53;;
;;;;;;;11:24:00;56;;
;;;;;;;11:25:00;55;;
;;;;;;;11:26:00;57;;
;;;;;;;11:27:00;53;;
;;;;;;;11:28:00;57;;
;;;;;;;11:29:00;63;;
;;;;;;;11:30:00;62;;
;;;;;;;11:31:00;61;;
;;;;;;;11:32:00;57;;
;;;;;;;11:33:00;56;;
;;;;;;;11:34:00;48;;
;;;;;;;11:35:00;51;;
;;;;;;;11:36:00;52;;
;;;;;;;11:37:00;51;;
;;;;;;;11:38:00;51;;
;;;;;;;11:39:00;53;;
;;;;;;;11:40:00;50;;
;;;;;;;11:41:00;52;;
;;;;;;;11:42:00;53;;
;;;;;;;11:43:00;52;;
;;;;;;;11:44:00;52;;
;;;;;;;11:45:00;51;;
;;;;;;;11:46:00;54;;
;;;;;;;11:47:00;52;;
;;;;;;;11:48:00;63;;
;;;;;;;11:49:00;67;;
;;;;;;;11:50:00;66;;
;;;;;;;11:51:00;55;;
;;;;;;;11:52:00;55;;
;;;;;;;11:53:00;51;;
;;;;;;;11:54:00;49;;
;;;;;;;11:55:00;49;;
;;;;;;;11:56:00;56;;
;;;;;;;11:57:00;51;;
;;;;;;;11:58:00;52;;
;;;;;;;11:59:00;54;;
;;;;;;;12:00:00;53;;
;;;;;;;12:01:00;57;;
;;;;;;;12:02:00;55;;
;;;;;;;12:03:00;54;;
;;;;;;;12:04:00;54;;
;;;;;;;12:05:00;50;;
;;;;;;;12:06:00;52;;
;;;;;;;12:07:00;58;;
;;;;;;;12:08:00;56;;
;;;;;;;12:09:00;54;;
;;;;;;;12:10:00;58;;
;;;;;;;12:11:00;55;;
;;;;;;;12:12:00;55;;
;;;;;;;12:13:00;55;;
;;;;;;;12:14:00;56;;
;;;;;;;12:15:00;56;;
;;;;;;;12:16:00;54;;
;;;;;;;12:17:00;56;;
;;;;;;;12:18:00;57;;
;;;;;;;12:19:00;53;;
;;;;;;;12:20:00;59;;
;;;;;;;12:21:00;68;;
;;;;;;;12:22:00;70;;
;;;;;;;12:23:00;56;;
;;;;;;;12:24:00;48;;
;;;;;;;12:25:00;47;;
;;;;;;;12:26:00;49;;
;;;;;;;12:27:00;47;;
;;;;;;;12:28:00;47;;
;;;;;;;12:29:00;48;;
;;;;;;;12:30:00;52;;
;;;;;;;12:31:00;53;;
;;;;;;;12:32:00;54;;
;;;;;;;12:33:00;52;;
;;;;;;;12:34:00;50;;
;;;;;;;12:35:00;52;;
;;;;;;;12:36:00;53;;
;;;;;;;12:37:00;52;;
;;;;;;;12:38:00;54;;
;;;;;;;12:39:00;59;;
;;;;;;;12:40:00;56;;
;;;;;;;12:41:00;54;;
;;;;;;;12:42:00;51;;
;;;;;;;12:43:00;56;;
;;;;;;;12:44:00;54;;
;;;;;;;12:45:00;52;;
;;;;;;;12:46:00;53;;
;;;;;;;12:47:00;52;;
;;;;;;;12:48:00;51;;
;;;;;;;12:49:00;54;;
;;;;;;;12:50:00;57;;
;;;;;;;12:51:00;54;;
;;;;;;;12:52:00;56;;
;;;;;;;12:53:00;52;;
;;;;;;;12:54:00;55;;
;;;;;;;12:55:00;55;;
;;;;;;;12:56:00;55;;
;;;;;;;12:57:00;53;;
;;;;;;;12:58:00;54;;
;;;;;;;12:59:00;53;;
;;;;;;;13:00:00;54;;
;;;;;;;13:01:00;61;;
;;;;;;;13:02:00;54;;
;;;;;;;13:03:00;55;;
;;;;;;;13:04:00;54;;
;;;;;;;13:05:00;51;;
;;;;;;;13:06:00;54;;
;;;;;;;13:07:00;50;;
;;;;;;;13:08:00;46;;
;;;;;;;13:09:00;56;;
;;;;;;;13:10:00;54;;
;;;;;;;13:11:00;50;;
;;;;;;;13:12:00;59;;
;;;;;;;13:13:00;68;;
;;;;;;;13:14:00;70;;
;;;;;;;13:15:00;63;;
;;;;;;;13:16:00;58;;
;;;;;;;13:17:00;57;;
;;;;;;;13:18:00;60;;
;;;;;;;13:19:00;61;;
;;;;;;;13:20:00;69;;
;;;;;;;13:21:00;82;;
;;;;;;;13:22:00;84;;
;;;;;;;13:23:00;82;;
;;;;;;;13:24:00;80;;
;;;;;;;13:25:00;82;;
;;;;;;;13:26:00;83;;
;;;;;;;13:27:00;84;;
;;;;;;;13:28:00;78;;
;;;;;;;13:29:00;79;;
;;;;;;;13:30:00;82;;
;;;;;;;13:31:00;78;;
;;;;;;;13:32:00;83;;
;;;;;;;13:33:00;85;;
;;;;;;;13:34:00;86;;
;;;;;;;13:35:00;87;;
;;;;;;;13:36:00;83;;
;;;;;;;13:37:00;72;;
;;;;;;;13:38:00;71;;
;;;;;;;13:39:00;81;;
;;;;;;;13:40:00;63;;
;;;;;;;13:41:00;55;;
;;;;;;;13:42:00;53;;
;;;;;;;13:43:00;51;;
;;;;;;;13:44:00;51;;
;;;;;;;13:45:00;53;;
;;;;;;;13:46:00;58;;
;;;;;;;13:47:00;51;;
;;;;;;;13:48:00;54;;
;;;;;;;13:49:00;55;;
;;;;;;;13:50:00;62;;
;;;;;;;13:51:00;58;;
;;;;;;;13:52:00;58;;
;;;;;;;13:53:00;54;;
;;;;;;;13:54:00;52;;
;;;;;;;13:55:00;53;;
;;;;;;;13:56:00;51;;
;;;;;;;13:57:00;51;;
;;;;;;;13:58:00;53;;
;;;;;;;13:59:00;55;;
;;;;;;;14:00:00;52;;
;;;;;;;14:01:00;49;;
;;;;;;;14:02:00;52;;
;;;;;;;14:03:00;52;;
;;;;;;;14:04:00;55;;
;;;;;;;14:05:00;53;;
;;;;;;;14:06:00;59;;
;;;;;;;14:07:00;53;;
;;;;;;;14:08:00;50;;
;;;;;;;14:09:00;52;;
;;;;;;;14:10:00;51;;
;;;;;;;14:11:00;50;;
;;;;;;;14:12:00;51;;
;;;;;;;14:13:00;50;;
;;;;;;;14:14:00;53;;
;;;;;;;14:15:00;54;;
;;;;;;;14:16:00;52;;
;;;;;;;14:17:00;54;;
;;;;;;;14:18:00;55;;
;;;;;;;14:19:00;57;;
;;;;;;;14:20:00;54;;
;;;;;;;14:21:00;52;;
;;;;;;;14:22:00;53;;
;;;;;;;14:23:00;53;;
;;;;;;;14:24:00;53;;
;;;;;;;14:25:00;53;;
;;;;;;;14:26:00;55;;
;;;;;;;14:27:00;53;;
;;;;;;;14:28:00;53;;
;;;;;;;14:29:00;54;;
;;;;;;;14:30:00;52;;
;;;;;;;14:31:00;52;;
;;;;;;;14:32:00;54;;
;;;;;;;14:33:00;54;;
;;;;;;;14:34:00;53;;
;;;;;;;14:35:00;53;;
;;;;;;;14:36:00;52;;
;;;;;;;14:37:00;57;;
;;;;;;;14:38:00;57;;
;;;;;;;14:39:00;58;;
;;;;;;;14:40:00;61;;
;;;;;;;14:41:00;52;;
;;;;;;;14:42:00;53;;
;;;;;;;14:43:00;53;;
;;;;;;;14:44:00;54;;
;;;;;;;14:45:00;59;;
;;;;;;;14:46:00;59;;
;;;;;;;14:47:00;73;;
;;;;;;;14:48:00;73;;
;;;;;;;14:49:00;74;;
;;;;;;;14:50:00;81;;
;;;;;;;14:51:00;85;;
;;;;;;;14:52:00;84;;
;;;;;;;14:53:00;85;;
;;;;;;;14:54:00;84;;
;;;;;;;14:55:00;86;;
;;;;;;;14:56:00;84;;
;;;;;;;14:57:00;85;;
;;;;;;;14:58:00;84;;
;;;;;;;14:59:00;81;;
;;;;;;;15:00:00;83;;
;;;;;;;15:01:00;81;;
;;;;;;;15:02:00;81;;
;;;;;;;15:03:00;81;;
;;;;;;;15:04:00;81;;
;;;;;;;15:05:00;82;;
;;;;;;;15:06:00;80;;
;;;;;;;15:07:00;62;;
;;;;;;;15:08:00;52;;
;;;;;;;15:09:00;53;;
;;;;;;;15:10:00;52;;
;;;;;;;15:11:00;51;;
;;;;;;;15:12:00;51;;
;;;;;;;15:13:00;52;;
;;;;;;;15:14:00;58;;
;;;;;;;15:15:00;59;;
;;;;;;;15:16:00;55;;
;;;;;;;15:17:00;54;;
;;;;;;;15:18:00;51;;
;;;;;;;15:19:00;52;;
;;;;;;;15:20:00;54;;
;;;;;;;15:21:00;56;;
;;;;;;;15:22:00;54;;
;;;;;;;15:23:00;52;;
;;;;;;;15:24:00;51;;
;;;;;;;15:25:00;52;;
;;;;;;;15:26:00;53;;
;;;;;;;15:27:00;52;;
;;;;;;;15:28:00;52;;
;;;;;;;15:29:00;51;;
;;;;;;;15:30:00;54;;
;;;;;;;15:31:00;50;;
;;;;;;;15:32:00;53;;
;;;;;;;15:33:00;52;;
;;;;;;;15:34:00;56;;
;;;;;;;15:35:00;57;;
;;;;;;;15:36:00;72;;
;;;;;;;15:37:00;69;;
;;;;;;;15:38:00;56;;
;;;;;;;15:39:00;50;;
;;;;;;;15:40:00;58;;
;;;;;;;15:41:00;47;;
;;;;;;;15:42:00;48;;
;;;;;;;15:43:00;55;;
;;;;;;;15:44:00;62;;
;;;;;;;15:45:00;59;;
;;;;;;;15:46:00;55;;
;;;;;;;15:47:00;47;;
;;;;;;;15:48:00;46;;
;;;;;;;15:49:00;46;;
;;;;;;;15:50:00;46;;
;;;;;;;15:51:00;46;;
