"﻿""dateOfSleep""";duration;efficiency;endTime;infoCode;isMainSleep;levels__data__dateTime;levels__data__level;levels__data__seconds;levels__summary__|;levels__summary__|__count;levels__summary__|__minutes;levels__|;levels__||;levels__||__count;levels__||__minutes;levels__||__thirtyDayAvgMinutes;levels__|__dateTime;levels__|__level;levels__|__seconds;logId;logType;minutesAfterWakeup;minutesAsleep;minutesAwake;minutesToFallAsleep;startTime;timeInBed;type
;;;;;;;;;;;;;;;;;2025-04-25T01:54:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T02:11:30.000;wake;90;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T02:44:00.000;wake;90;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T02:50:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T03:00:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T03:10:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T03:20:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T04:01:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T04:40:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T05:04:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T05:10:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T05:15:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T05:23:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T05:35:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T05:51:00.000;wake;90;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T06:11:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T07:02:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T07:09:30.000;wake;90;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T07:13:00.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T07:40:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T07:47:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T07:59:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T08:09:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T08:14:30.000;wake;150;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-25T08:19:00.000;wake;180;;;;;;;;;
;;;;;;;;;;;;summary;deep;3;20;63;;;;;;;;;;;;
;;;;;;;;;;;;;light;34;358;272;;;;;;;;;;;;
;;;;;;;;;;;;;rem;13;131;118;;;;;;;;;;;;
;;;;;;;;;;;;;wake;38;78;55;;;;;;;;;;;;
24/04/2025;25980000;95;2025-04-24T07:26:00.000;0;True;;;;;;;data;;;;;2025-04-24T00:13:00.000;wake;30;49062273258;auto_detected;0;384;49;0;2025-04-24T00:13:00.000;433;stages
;;;;;;;;;;;;;;;;;2025-04-24T00:13:30.000;light;1470;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T00:38:00.000;deep;1650;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T01:05:30.000;light;1200;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T01:25:30.000;rem;930;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T01:41:00.000;light;240;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T01:45:00.000;deep;630;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T01:55:30.000;light;3150;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T02:48:00.000;rem;1530;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T03:13:30.000;light;300;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T03:18:30.000;wake;1350;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T03:41:00.000;light;3150;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T04:33:30.000;rem;1980;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T05:06:30.000;light;900;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T05:21:30.000;deep;1080;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T05:39:30.000;light;2670;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T06:24:00.000;rem;1050;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T06:41:30.000;light;270;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T06:46:00.000;rem;330;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T06:51:30.000;light;1680;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T07:19:30.000;wake;390;;;;;;;;;
;;;;;;;;;;;;shortData;;;;;2025-04-24T00:13:00.000;wake;120;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T00:19:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T00:21:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T00:24:00.000;wake;90;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T00:32:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T01:05:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T01:08:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T01:40:00.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T01:55:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T01:57:00.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T02:01:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T02:06:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T02:26:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T02:49:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T02:56:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T03:00:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T03:12:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T03:14:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T03:56:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T04:05:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T04:24:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T04:32:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T04:38:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T04:47:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T04:59:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T05:59:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T06:05:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T06:40:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-24T06:55:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;summary;deep;3;55;64;;;;;;;;;;;;
;;;;;;;;;;;;;light;27;238;275;;;;;;;;;;;;
;;;;;;;;;;;;;rem;12;91;120;;;;;;;;;;;;
;;;;;;;;;;;;;wake;31;49;56;;;;;;;;;;;;
23/04/2025;32220000;96;2025-04-23T09:06:30.000;0;True;;;;;;;data;;;;;2025-04-23T00:09:30.000;wake;390;49052602908;auto_detected;0;486;51;0;2025-04-23T00:09:30.000;537;stages
;;;;;;;;;;;;;;;;;2025-04-23T00:16:00.000;light;1020;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T00:33:00.000;deep;1260;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T00:54:00.000;light;1800;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T01:24:00.000;rem;300;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T01:29:00.000;light;1680;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T01:57:00.000;deep;510;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T02:05:30.000;light;360;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T02:11:30.000;wake;240;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T02:15:30.000;light;2460;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T02:56:30.000;rem;2430;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T03:37:00.000;light;1020;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T03:54:00.000;deep;1890;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T04:25:30.000;light;1380;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T04:48:30.000;rem;1470;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T05:13:00.000;light;1350;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T05:35:30.000;deep;390;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T05:42:00.000;light;1800;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T06:12:00.000;rem;1500;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T06:37:00.000;wake;840;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T06:51:00.000;light;1500;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T07:16:00.000;rem;1080;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T07:34:00.000;light;1590;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T08:00:30.000;wake;390;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T08:07:00.000;light;1230;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T08:27:30.000;rem;1080;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T08:45:30.000;light;420;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T08:52:30.000;rem;840;;;;;;;;;
;;;;;;;;;;;;shortData;;;;;2025-04-23T00:53:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T01:13:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T01:23:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T01:31:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T01:41:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T02:09:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T02:33:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T03:02:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T03:38:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T04:26:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T04:42:00.000;wake;120;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T04:52:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T06:26:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T06:28:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T06:53:00.000;wake;120;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T06:57:00.000;wake;120;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T07:07:30.000;wake;90;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T07:12:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T07:33:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T07:40:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T07:55:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T07:58:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T08:34:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T08:40:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T08:43:30.000;wake;120;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T08:51:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-23T09:00:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;summary;deep;4;67;64;;;;;;;;;;;;
;;;;;;;;;;;;;light;29;280;274;;;;;;;;;;;;
;;;;;;;;;;;;;rem;14;139;118;;;;;;;;;;;;
;;;;;;;;;;;;;wake;31;51;56;;;;;;;;;;;;
22/04/2025;34620000;95;2025-04-22T08:50:30.000;0;True;;;;;;;data;;;;;2025-04-21T23:13:30.000;wake;630;49041517689;auto_detected;0;519;58;0;2025-04-21T23:13:30.000;577;stages
;;;;;;;;;;;;;;;;;2025-04-21T23:24:00.000;light;510;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T23:32:30.000;deep;960;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T23:48:30.000;light;750;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T00:01:00.000;deep;360;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T00:07:00.000;light;1110;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T00:25:30.000;rem;1230;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T00:46:00.000;light;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T00:47:00.000;deep;270;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T00:51:30.000;light;600;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T01:01:30.000;deep;330;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T01:07:00.000;light;720;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T01:19:00.000;deep;960;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T01:35:00.000;light;5250;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T03:02:30.000;wake;450;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T03:10:00.000;light;270;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T03:14:30.000;rem;1080;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T03:32:30.000;light;330;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T03:38:00.000;rem;960;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T03:54:00.000;light;4080;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T05:02:00.000;rem;2160;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T05:38:00.000;light;3480;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T06:36:00.000;rem;1080;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T06:54:00.000;light;540;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T07:03:00.000;wake;300;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T07:08:00.000;light;810;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T07:21:30.000;rem;1290;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T07:43:00.000;wake;300;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T07:48:00.000;light;3060;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T08:39:00.000;wake;690;;;;;;;;;
;;;;;;;;;;;;shortData;;;;;2025-04-21T23:26:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T23:48:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T23:51:00.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T00:07:30.000;wake;90;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T00:24:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T00:51:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T01:35:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T01:56:00.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T02:00:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T02:13:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T02:23:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T02:38:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T03:38:00.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T04:19:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T04:42:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T04:56:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T05:08:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T05:16:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T05:25:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T05:35:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T05:38:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T05:42:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T06:04:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T06:55:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T07:59:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-22T08:03:00.000;wake;180;;;;;;;;;
;;;;;;;;;;;;summary;deep;5;48;65;;;;;;;;;;;;
;;;;;;;;;;;;;light;33;344;267;;;;;;;;;;;;
;;;;;;;;;;;;;rem;10;127;117;;;;;;;;;;;;
;;;;;;;;;;;;;wake;31;58;56;;;;;;;;;;;;
21/04/2025;27900000;98;2025-04-21T07:39:30.000;0;True;;;;;;;data;;;;;2025-04-20T23:54:00.000;wake;360;49031161575;auto_detected;6;426;39;0;2025-04-20T23:54:00.000;465;stages
;;;;;;;;;;;;;;;;;2025-04-21T00:00:00.000;light;870;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T00:14:30.000;deep;1170;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T00:34:00.000;light;750;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T00:46:30.000;deep;420;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T00:53:30.000;light;3210;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T01:47:00.000;deep;450;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T01:54:30.000;light;2760;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T02:40:30.000;deep;810;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T02:54:00.000;wake;210;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T02:57:30.000;rem;1230;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T03:18:00.000;light;1530;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T03:43:30.000;wake;210;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T03:47:00.000;light;2100;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T04:22:00.000;rem;2280;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T05:00:00.000;light;3960;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T06:06:00.000;rem;930;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T06:21:30.000;light;2250;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T06:59:00.000;rem;990;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T07:15:30.000;light;1050;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T07:33:00.000;wake;390;;;;;;;;;
;;;;;;;;;;;;shortData;;;;;2025-04-21T00:04:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T00:07:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T00:33:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T00:39:00.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T00:52:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T00:57:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T01:03:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T01:07:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T01:24:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T01:36:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T01:41:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T01:57:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T02:06:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T02:09:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T02:19:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T02:26:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T03:26:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T04:04:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T04:06:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T04:15:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T04:20:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T04:28:00.000;wake;90;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T04:35:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T05:01:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T05:35:00.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T06:25:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T06:43:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-21T07:18:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;summary;deep;4;46;67;;;;;;;;;;;;
;;;;;;;;;;;;;light;33;292;264;;;;;;;;;;;;
;;;;;;;;;;;;;rem;6;88;121;;;;;;;;;;;;
;;;;;;;;;;;;;wake;32;39;58;;;;;;;;;;;;
20/04/2025;36780000;94;2025-04-20T09:03:30.000;0;True;;;;;;;data;;;;;2025-04-19T22:50:00.000;wake;2520;49023604877;auto_detected;0;525;88;0;2025-04-19T22:50:00.000;613;stages
;;;;;;;;;;;;;;;;;2025-04-19T23:32:00.000;light;270;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-19T23:36:30.000;deep;1410;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T00:00:00.000;light;2040;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T00:34:00.000;rem;510;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T00:42:30.000;light;2190;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T01:19:00.000;deep;420;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T01:26:00.000;light;780;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T01:39:00.000;deep;360;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T01:45:00.000;light;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T01:45:30.000;wake;450;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T01:53:00.000;light;210;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T01:56:30.000;rem;1200;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T02:16:30.000;light;3180;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T03:09:30.000;wake;630;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T03:20:00.000;light;2400;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T04:00:00.000;deep;270;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T04:04:30.000;light;2100;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T04:39:30.000;rem;1650;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T05:07:00.000;light;450;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T05:14:30.000;wake;300;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T05:19:30.000;light;2670;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T06:04:00.000;rem;1800;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T06:34:00.000;light;3690;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T07:35:30.000;rem;2400;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T08:15:30.000;light;2250;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T08:53:00.000;rem;630;;;;;;;;;
;;;;;;;;;;;;shortData;;;;;2025-04-19T23:59:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T00:08:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T00:14:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T00:29:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T00:42:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T00:49:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T01:55:30.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T02:15:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T02:17:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T02:24:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T02:42:00.000;wake;120;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T02:51:30.000;wake;90;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T03:22:00.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T03:27:30.000;wake;60;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T03:45:00.000;wake;30;;;;;;;;;
;;;;;;;;;;;;;;;;;2025-04-20T04:04:30.000;wake;60;;;;;;;;;
